gene_id	Calu3_totalRNA-S1-4h-A	Calu3_totalRNA-S1-4h-B	Calu3_totalRNA-S1-12h-A	Calu3_totalRNA-S1-12h-B	Calu3_totalRNA-S1-24h-A	Calu3_totalRNA-S1-24h-B	Calu3_totalRNA-S2-4h-A	Calu3_totalRNA-S2-4h-B	Calu3_totalRNA-S2-12h-A	Calu3_totalRNA-S2-12h-B	Calu3_totalRNA-S2-24h-A	Calu3_totalRNA-S2-24h-B	Calu3_totalRNA-mock-4h-A	Calu3_totalRNA-mock-4h-B	Calu3_totalRNA-mock-24h-A	Calu3_totalRNA-mock-24h-B	Calu3_totalRNA-untr-4h-A	Calu3_totalRNA-untr-4h-B
ENSG00000199248.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000199266.1	3	12	3	13	0	3	30	14	11	2	7	2	6.5	5	17	3	9	12
ENSG00000199273.1	1	1	1	1	0	0	2	1	1.5	1.5	0	0	0.5	0.5	0	2	0	0
ENSG00000199276.1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
ENSG00000199279.1	1	0	0	0	0	0	1.5	0	0	0	0	0	0	2	0	0	0	0
ENSG00000199293.1	15.5	51.5	26	43	37	32.5	54.5	71	58.5	109	79.5	79	23	115.5	40	42	34.5	48.5
ENSG00000199299.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000199306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000199308.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199313.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199319.1	0	3	0	0	5	0	1	2	0	0	1	1	1	0	1	1	3	1
ENSG00000199321.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199322.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199325.1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0
ENSG00000199327.1	2	1	0	0	0	0	0	1	0	0	0.5	0	0.5	0	0	0	0	0
ENSG00000199331.1	1	4	0	5	1	2	1	2	1	0	0	0	7	2	1	7	2	0
ENSG00000199332.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199347.1	7	9	7.5	3	5.5	5.5	6.5	13	12.5	12.5	10	21	5.5	13.5	17.5	13.5	4.5	11.5
ENSG00000199349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000199357.1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199363.1	1.5	2	0.5	1	1	1	2	3	0.5	1	1.5	0.5	1	3	0.5	0.5	1	1.5
ENSG00000199366.1	1	0	0	1	0	1	0	4	0	1	0	3	1	0	0	2	0	0
ENSG00000199370.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199373.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199377.1	15	19	27	14	13	14	28	15	15	12	25	35	16	16	17	23	8	20
ENSG00000199395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
ENSG00000199407.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199411.1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000199415.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199436.1	3	2	2	2	0	0	3	2	3.5	9	3	5	3	6	4	4	1	8
ENSG00000199459.1	3	1	1	0	0	0	1	0	3	0	0	2	1	1	0	2	1	3
ENSG00000199470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199471.1	0	0	0	0	6	0	6	1	1	1	0	2	0	0	0	0	0	1
ENSG00000199476.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSG00000199477.1	2.5	7.5	4.5	4	4.5	2	7.5	6.5	1.5	6.5	4.5	5.5	3.5	5	9	4.5	9	5
ENSG00000199488.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000199490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199497.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199508.1	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0
ENSG00000199512.1	2	4	0	0	2	0	4	1	1	1	0	1	2	0	1	5	6	3
ENSG00000199514.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199530.1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	3	1
ENSG00000199540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199545.1	8	6	9	4	4	4	7	12	4	10	2	7	4	7	7	5	13	18
ENSG00000199546.1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199562.1	1	1	0	1	0	0	0	1	1	3	1	0	0	0	1	1	0	1
ENSG00000199564.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
ENSG00000199568.1	23	48	13	8	17.5	8	22	27	16.5	30.5	33	43	24	26	44	51	23	43
ENSG00000199570.1	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199574.1	1	2	0.5	0.5	1	0	1	3.5	0	1.5	0	2.5	1.5	1	1.5	1	0	7
ENSG00000199591.1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000199593.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199601.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199603.1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000199605.1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199627.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000199630.1	0	5	4	0	0	0	1	1	1	0	0	0	0	0	0	0	2	2
ENSG00000199631.1	2.5	2	0.5	0.5	0	2	3	5	2.5	1.5	1.5	1.5	1.5	6.5	4.5	2	1.5	2
ENSG00000199633.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199636.1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1
ENSG00000199638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199645.1	0	2	0	0	0	1	0.5	0.5	1	1	0	0	0.5	1.5	0.5	0	0.5	1
ENSG00000199646.1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199664.1	0	1	1	0	0	0	3	2	0	1	0	0	0	0	0	1	1	3
ENSG00000199667.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000199668.1	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0
ENSG00000199672.1	1	2	0	2	0	1	2	3	0	1	0	0	0	0	1	0	0	0
ENSG00000199673.1	4	3.5	3.5	0.5	2.5	4.5	3.5	5	2.5	2.5	1.5	4	3	5.5	7	4.5	8.5	3.5
ENSG00000199674.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199683.1	2	1	0	0.5	0	1	0.5	4.5	1	2	0.5	0	0.5	1	0	0	3.5	1.5
ENSG00000199691.1	6.5	11	6	8	5.5	3	11	8	3	5	3	3	8	5.5	4.5	8.5	5	9
ENSG00000199709.1	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000199713.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199730.1	2	1	2	7	1	0	4	9	2	0	1	2	0	0	2	0	3	2
ENSG00000199731.1	0	0	1	0	0	0	2	0.5	1	0	0	0	1.5	1	3	1	0	2
ENSG00000199733.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199735.1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199740.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000199744.1	3	3.5	2	1	0	1.5	7.5	3.5	3.5	2.5	3.5	1.5	2.5	4	8	5.5	6	6.5
ENSG00000199751.1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199753.1	4.75	14.5	5.5	2.5	4.5	3	9.5	10	3	1.5	8.5	12	10	9.5	9	13.5	7.5	10.5
ENSG00000199755.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199762.1	0	2	2	0	0	0	1	0	0	0	3	0	2	0	0	1	0	2
ENSG00000199765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199767.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199771.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000199773.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199781.1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0
ENSG00000199785.1	7.5	21.5	15.5	6	6	5	23	26.5	12.5	18.5	21.5	11	14	65.5	21	17.5	13	21.5
ENSG00000199786.1	0	0	0	0	0	0	0	1	0	1	0	0	2	1	1	0	0	0
ENSG00000199787.1	0	1	2	1	1	0	3	0	0	0	0	1	1	0	4	1	0	1
ENSG00000199788.1	0	1	0	0	0	0	1	0	2	0	1	3	0	0	0	0	0	1
ENSG00000199801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199804.1	1	4	2	0	0	1	0	2	1	0	0	1	2	1	3	1	1	3
ENSG00000199805.1	1	2	0	0	2	0	2	3	0	0	0	1	5	2	1	2	0	0
ENSG00000199824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199827.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199846.1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
ENSG00000199851.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000199855.1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000199856.2	0	0	0	0	0	0	3	0	0	2	0	0	0	3	3	0	0	6
ENSG00000199867.1	0	1	0	0	0	0	1	2	0	1	0	0	1	1	1	1	5	0
ENSG00000199872.1	0	3	5	0	0	2	3	2	2	0	4	1	1	1	1	0	1	2
ENSG00000199874.1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199875.1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0
ENSG00000199879.1	0	0	0	0	2	2	0	2	1	1	3	3	1	1	1	4	0	1
ENSG00000199880.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199881.1	0	2	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0
ENSG00000199883.1	2	0	0	0	0	1	0	2	1	1	0	0	1	2	0	0	0	1
ENSG00000199886.1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199892.2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000199899.2	2	0	0	0	0	1	0	1	0	0	0	0	0	6	1	0	0	0
ENSG00000199903.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199905.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199927.2	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
ENSG00000199932.1	0	1	0	0	0	0	0	1	0	2	1	2	1	2	0	0	0	1
ENSG00000199933.1	0	0	0	0	0	0	1	1	1	2	0	0	4	0	2	0	0	0
ENSG00000199938.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199940.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199944.1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000199961.1	2.5	1.5	1.5	2	1	0	4	4.5	3	4	2	3.5	1	0.5	1	1.5	3	6.5
ENSG00000199962.1	0	2	12	0	0	0	2	0	0	0	0	1	2	2	2	0	5	1
ENSG00000199964.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199975.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1.5
ENSG00000199977.1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	3	0
ENSG00000199986.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199990.1	3	4	2	0	2	3	8	6	12	2	6	7	8	10	4	4	2	10
ENSG00000199994.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200008.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000200026.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200033.1	0	0	0	3	1	1	1	0	0	2	0	0	0	1	1	1	1	3
ENSG00000200040.1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000200047.1	1	0	0	0	2	0	1	0	0	4	0	0	1	0	0	0.5	0	0.5
ENSG00000200059.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200063.1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
ENSG00000200070.1	3	4	1	0	1	3	8	7	2	2	0	1	0	2	3	2	2	1
ENSG00000200075.1	3	0	1	1	6	0	2	3	0	0	1	0	8	4	0	3	0	1
ENSG00000200084.1	1.5	6	2	0.5	1	0	4.5	8	3	1	4	2	3	4.5	5	2.5	2.5	4.5
ENSG00000200086.1	1	1	1	0	0	0	5	0	2	0	0	1	0	0	1	1	1	1
ENSG00000200087.1	802.83	891.33	509	455.33	519.67	403.33	1003.5	1170.17	963.33	764	1024.83	1334.17	623.67	3384.67	845.33	759.83	711.33	942
ENSG00000200089.1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000200090.1	3.5	1	2.5	4	2.5	4	9.5	5	5	6	5	0	5	2	5.5	5	3	3.5
ENSG00000200091.1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
ENSG00000200095.1	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	2	0
ENSG00000200105.1	0	1	0	0	0	0	1	2	1	1	0	3	0	0	0	1	2	1
ENSG00000200108.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000200114.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200118.1	4	4	4	3	0	0	0	1	0	0	1	0	2	1	2	2	0	3
ENSG00000200120.1	3	4	2	3	2	1	2	1	1	2	2	5	0	0	3	1	2	2
ENSG00000200121.2	0.5	1	0	0.5	0	0.5	1.5	0.5	0	0	0.5	0	0.5	1	0	0	1	1
ENSG00000200135.1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ENSG00000200142.1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0
ENSG00000200153.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000200156.1	15	45	12	4	4.5	8	6	14	29.5	19.5	15	34	16	31	27	32	13	20
ENSG00000200168.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200169.1	11	12	12	8	16	10	12	14	15	15	22	23	8	8	12	21	5	11
ENSG00000200170.1	2	6	1	1	2	3	2	3	4	1	4	3	5	4	6	2	2	2
ENSG00000200175.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000200179.1	0	0	0	0	0	0	0	0	2	0.5	0	0	0	0	1	0	0	0
ENSG00000200183.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000200184.1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
ENSG00000200191.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000200201.1	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	2	0
ENSG00000200206.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200209.1	1	7	0	0	0	0	1	3	0	0	0	0	1	3	2	1	1	1
ENSG00000200218.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000200225.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200235.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200237.1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000200241.1	1	0	0	0	0	0	0	2	1	0	1	0	1	1	2	2	3	1
ENSG00000200243.1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
ENSG00000200246.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ENSG00000200250.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200253.1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000200254.1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000200257.1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0
ENSG00000200259.1	6.5	8.5	3	3	1.5	1.5	5	4	1.5	3	4	1	2.5	7	10	12.5	3.5	8
ENSG00000200274.1	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	1	0.5	2	0	1	0
ENSG00000200278.1	2	1	0	0	1	1	0	7	0	0	0	0	1	0	0	0	0	0
ENSG00000200279.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200291.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000200296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000200304.1	0	1	0	0	1	0	0	2	0	0	0	1	2	0	0	2	0	0
ENSG00000200310.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200312.1	5	10	8	11	1	9	7.5	11	17	5	17	5	7	16	10	8.5	21	11.5
ENSG00000200314.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200320.1	412.5	578	623	491	483	529	590.5	744.5	526.5	852	700	682.5	367.5	905.5	496.5	486.5	453.5	545
ENSG00000200334.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200345.2	2	0	1	0	2	0	0	2	1	0	0	0.5	0	0	0	2	0	0.5
ENSG00000200350.1	1	1	0	1	0	0	1	0	0	2	0	1	1	0	0	3	1	1
ENSG00000200354.1	41	53	34	33	19	31	80	93	58	49	90	92	42	306	60	60	54	69
ENSG00000200356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000200366.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200376.1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	1
ENSG00000200385.1	0	1	2	0	0	2	0	4	0	0	0	2	1	1	0	3	0	2
ENSG00000200390.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000200391.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200394.1	7	10	7	19	9	13	7	19	11	10	15	5	8	59	7	5	13	7
ENSG00000200397.1	3	2	3	0	0	0	7	2	0	0	0	1	0	1	3	2	0	0
ENSG00000200403.1	0	1	0	0	0	0	0	2	0	1	0	0	1	0	1	0	2	1
ENSG00000200406.1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000200413.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
ENSG00000200418.1	5	17.5	5.5	7	6	4	11.5	15.5	5.5	8	12.5	20.5	9.5	18	14	8.5	15.5	20.5
ENSG00000200419.1	0	1	0	3	0	0	0	2	1	0	0	0.5	1	0	0	0	0	0
ENSG00000200428.1	0	2	5	0	0	3	0	0	0	0	1	3	0	0	1	0	2	1
ENSG00000200446.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000200463.1	0.5	0.5	1.5	0.5	2.5	2	2	4	5.5	5.33	8	10	0.5	5.5	5.5	6	3.5	1.5
ENSG00000200469.1	0	0	0	2	0	0	0	0	1.5	0	0.5	0	0	0	0	0	0.5	0
ENSG00000200480.1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1
ENSG00000200488.1	5	12	10	5	7	3	14	13	8	6	21	6	12	14	15	16	17	14
ENSG00000200494.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200502.1	1.5	0	2	0	0	0	1	0	0.5	0	0	0	0	1	2	0	2	0
ENSG00000200506.1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0
ENSG00000200520.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200521.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000200522.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200525.1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0
ENSG00000200527.1	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	2	0	1
ENSG00000200528.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200530.1	2	0.5	0.5	0.5	0	1.5	1.5	2.5	1.5	1	4	0.5	1	2	2	4	0.5	1.5
ENSG00000200534.1	20.5	16.5	10	9	10	6	31	24.5	9	11	19	14.5	24	33.5	27.5	21.5	26	18.5
ENSG00000200536.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000200538.2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000200550.1	0	1	1	0	0	3	0	0	0	2	0	1	1	0	0	0	0	2
ENSG00000200555.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200558.1	0	0	0	0	0	2	1	0	0	0	1	3	1	0	3	0	5	1
ENSG00000200563.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000200571.1	0	0	1	0	0	0	0	0	2	1	1	0	0	0	1	2	0	2
ENSG00000200575.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000200579.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000200597.1	0	0	0	0	0	1	0	0	3	0	0	0	1	1	0	0	3	1
ENSG00000200612.1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0
ENSG00000200613.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200620.1	1	0	0	0	0	1	0	2	1	0	0	0	3	0	0	1	0	4
ENSG00000200623.1	1	2.5	0.5	0	1	1.5	0.5	1	0.5	0.5	0.5	1	0.5	2.5	1.5	0	0.5	0.5
ENSG00000200629.1	0	0	0	1.5	0	0	0.5	0	0	0	0	0	1.5	0	0	0	0	0
ENSG00000200636.1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000200650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000200651.1	0	0	0	0	1	0	3	2	0	0	0	1	2	0	3	6	0	0
ENSG00000200656.1	1.5	1	0.5	0	1	0.5	3	3.5	0	0.5	0.5	1	3.5	0	3	4	0	1
ENSG00000200674.1	1	1	1	0	1	0	0	5	1	2	0	0	0	2	2	1	3	3
ENSG00000200683.1	0	0	0	0	0	0	2	1	0	0	0	0	1	3	1	0	0	0
ENSG00000200693.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000200701.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200706.1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
ENSG00000200708.1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000200718.1	2	1	0	2	0	0	1	3	1	3	2	2	8	2	4	2	4	12
ENSG00000200719.1	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000200731.1	1	2	0	1	0	0	0	1	3	3	0	1	2	1	2	3	1	3
ENSG00000200737.1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	2	0	0
ENSG00000200741.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000200742.1	3	2	1	1	0	2	0	2	1	0	4.5	3.5	0	3.5	1	2	1	1.5
ENSG00000200750.1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
ENSG00000200753.1	4	6	5	0	0	1	2	10	2	1	0	2	4	4	7	8	2	6
ENSG00000200755.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200769.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000200783.1	0	4	0	1	2	0	1	2	1	0	4	3	1	1.5	1	1	7	2
ENSG00000200785.1	0.5	0.5	2	1.5	1.5	2.5	1.5	4.5	1	2.5	3	4	1.5	2.5	1.5	3.5	0.5	1
ENSG00000200788.1	0	0	1	0	0	0	3	1	0	0	0	1	5	0	0	0	0	1
ENSG00000200792.1	10	6	1	3	2	5	8	7	4	8	2	7	3	29	8	4	6	6
ENSG00000200795.1	110	241	200	304.5	189.5	244	314	329.5	217	412	564	449	149	671	271	255.5	311.5	296
ENSG00000200799.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000200814.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200816.1	10	15	5	6	5	10	16	21.5	13	17	18	15	5	39	13.5	14	3	9.5
ENSG00000200830.1	0	0	0	0	0	1	2	1	0	0	1	0	1	0	2.5	1	2	2
ENSG00000200831.1	0	1.5	0	0.5	1	0	1	0	1.5	1	0.5	0.5	0.5	0	0	0.5	0.5	0
ENSG00000200834.1	4	0	0	0	0	0	0	1	1	0	1	0	0	0	2	2	1	1
ENSG00000200840.1	0	1	0	0	0	0	2	1	0	0	1	0	0	2	0	1	0	0
ENSG00000200847.1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1
ENSG00000200855.1	0	2	0	0	0	0	2	1	0	0	0	0	2	0	0	6	1	2
